"","first_names","last_names","income_unit","income","annual_income","expense_unit","expense","annual_expense","annual_pet_expense","gained_pet","lost_pet","happiness","age_respondent","female_respondent","cats_n_dogs","dog_register","case_id"
"348","Kevron","Elias","Yearly",101614.650716462,101614.650716462,"Monthly",1600.41768087439,19205.0121704927,18104.2154867385,0,0,5,33,0,1,NA,348
"349","Julianna","Tufford","Monthly",893.76687232425,10725.202467891,"Yearly",11545.9850696372,11545.9850696372,6123.19194700675,1,1,11,50,1,0,NA,349
"350","Victor","Wagner","Weekly",376.807955454506,19594.0136836343,"Monthly",444.246878254351,5330.96253905222,1872.93599802202,1,0,14,32,1,1,NA,350
"351","Wyatt","Bradley","Weekly",225.977949151606,11750.8533558835,"Weekly",178.149325372695,9263.76491938015,1489.43475038122,0,0,12,30,1,1,1,351
"352","Ashanafe","Crawford","Monthly",361.494333269721,4337.93199923665,"Weekly",173.808190405536,9038.02590108787,2913.23561010287,0,0,7,55,1,1,1,352
"353","Matthew","Rice","Weekly",27.7748242168873,1444.29085927814,"Monthly",20.7378970222428,248.854764266914,56.719179219953,1,1,5,43,0,1,1,353
"354","Patrick","Flynn","Weekly",153.267459586759,7969.90789851145,"Yearly",2582.4049722101,2582.4049722101,2576.47366459464,0,0,8,35,0,1,NA,354
"355","Sonia","Robinson III","Weekly",764.572522313601,39757.7711603073,"Yearly",19584.6820322244,19584.6820322244,2594.08941672293,1,1,8,34,1,1,1,355
"356","Parker","el-Mohammad","Yearly",2254.10201297269,2254.10201297269,"Monthly",152.628946478497,1831.54735774197,1831.54735774197,1,0,10,37,0,1,NA,356
"357","Melissa","Zarate","Weekly",121.017001075625,6292.88405593252,"Yearly",4688.57333040957,4688.57333040957,2678.81070514006,1,0,7,30,0,1,NA,357
"358","Amanda","Petrik","Weekly",658.092688423511,34220.8197980226,"Weekly",267.111973623731,13889.822628434,2502.65214921515,1,1,5,55,1,0,NA,358
"359","Ramona","Billie","Yearly",3382.92192957978,3382.92192957978,"Yearly",14578.9283780812,14578.9283780812,13837.5655680835,0,0,7,33,1,1,NA,359
"360","Shelbe","Talucci","Yearly",5955.54726388492,5955.54726388492,"Weekly",8.47731002744221,440.820121426995,6.21667992433692,1,1,7,32,1,1,1,360
"361","Evan","Lee","Weekly",544.739454737121,28326.4516463303,"Yearly",15798.0365691079,15798.0365691079,1076.98834132991,0,0,4,43,0,0,NA,361
"362","Talon","el-Zafar","Weekly",595.91156122385,30987.4011836402,"Yearly",13664.2942677927,13664.2942677927,1285.40050104271,0,0,18,39,1,1,1,362
"363","Jelicha","al-Imam","Weekly",175.542923099346,9128.23200116601,"Yearly",2481.82075066096,2481.82075066096,1875.95395779515,1,1,7,36,0,1,1,363
"364","Olivia","Chaisitti","Monthly",5756.78044451875,69081.365334225,"Yearly",18182.6184614369,18182.6184614369,4565.85553656506,0,0,6,64,1,1,1,364
"365","Uriah","Walk","Weekly",267.166076653636,13892.6359859891,"Weekly",38.2204638063568,1987.46411793055,1869.81782815948,1,0,10,37,1,1,NA,365
"366","Nu'maan","Medina","Weekly",638.978477129278,33226.8808107224,"Weekly",135.616666394976,7052.06665253874,273.152114665177,1,0,13,51,1,0,NA,366
"367","Nariah","Greenlees","Weekly",86.4757060462312,4496.73671440402,"Yearly",4418.47553032078,4418.47553032078,2338.58636545528,0,0,5,37,1,1,1,367
"368","Serena","el-Eid","Yearly",18609.3429817661,18609.3429817661,"Yearly",28589.495699534,28589.495699534,848.51229243446,0,0,7,31,1,1,1,368
"369","Roger","al-Tariq","Weekly",405.53412646525,21087.774576193,"Weekly",548.576255688743,28525.9652958146,28494.3592003165,1,0,13,42,0,1,1,369
"370","Kayla","Roberts","Weekly",156.811028750826,8154.17349504293,"Yearly",7016.50529055149,7016.50529055149,4114.45173382119,1,0,11,35,1,1,1,370
"371","Matthew","Han","Yearly",13655.9459920557,13655.9459920557,"Weekly",138.026187878677,7177.36176969118,394.476612545153,1,0,8,29,0,1,0,371
"372","Tabitha","Avants","Weekly",984.407354674333,51189.1824430653,"Weekly",377.107979378059,19609.6149276591,3614.37633218331,1,0,10,55,0,1,1,372
"373","Joseph","Aragon","Yearly",71563.4427822795,71563.4427822795,"Monthly",9635.06297113012,115620.755653561,51503.6100848959,1,NA,6,35,1,1,1,373
"374","Mariah","Quintana","Monthly",875.325076539184,10503.9009184702,"Weekly",97.4872580145457,5069.33741675638,4995.63389437871,0,0,8,41,1,0,NA,374
"375","Elisabeth","Kasper","Weekly",350.471930297525,18224.5403754713,"Weekly",135.741842616094,7058.5758160369,1037.72588022119,0,0,5,40,1,1,1,375
"376","Wajeeh","Myerson-Beard","Yearly",23780.3797089344,23780.3797089344,"Monthly",242.76935197655,2913.2322237186,1796.76585342174,0,0,7,62,0,1,1,376
"377","Mudrika","al-Bagheri","Weekly",513.452731409773,26699.5420333082,"Monthly",6160.26845967463,73923.2215160956,1145.55657094139,1,0,6,52,1,1,NA,377
"378","Cody","Santistevan","Weekly",685.936234482648,35668.6841930977,"Weekly",241.552236557526,12560.7163009913,10454.941224422,0,0,6,64,0,1,0,378
"379","Mickey","Sosa","Yearly",17081.3145163357,17081.3145163357,"Yearly",1947.6236065468,1947.6236065468,1788.48080318341,0,0,7,41,0,1,1,379
"380","Diana","Gordon","Weekly",1476.06832077636,76755.5526803709,"Yearly",97670.5714101304,97670.5714101304,9148.50014546524,0,1,4,53,1,1,NA,380
"381","Kayla","Jones","Monthly",1760.10310121773,21121.2372146127,"Monthly",1796.71473849541,21560.576861945,18448.419556008,1,1,4,71,1,1,0,381
"382","Kristina","Nerger","Yearly",72107.2789346425,72107.2789346425,"Weekly",1034.29840804595,53783.5172183893,5500.60279212057,0,0,11,41,1,0,NA,382
"383","Fat'hiyaa","Pittman","Yearly",28074.3016815589,28074.3016815589,"Yearly",836.668259271152,836.668259271152,453.461410649703,1,0,13,46,1,1,0,383
"384","Maureen","Velasquez","Weekly",235.041145051541,12222.1395426801,"Weekly",119.315046622474,6204.38242436866,1997.39124023605,1,0,11,47,1,1,NA,384
"385","Taylor","Martens","Yearly",66521.0421560535,66521.0421560535,"Weekly",73.4962134420789,3821.8030989881,3620.12046805778,1,0,12,46,0,1,0,385
"386","Davina","Wong","Weekly",1577.73360953401,82042.1476957688,"Weekly",1324.69149180315,68883.9575737638,13208.0340237651,1,0,10,34,1,1,NA,386
"387","Eduardo","al-Mahmud","Yearly",58008.2503830191,58008.2503830191,"Yearly",38973.6994064042,38973.6994064042,21956.9286600263,1,0,7,48,1,1,0,387
"388","Chalee","Hall","Yearly",18462.4842354328,18462.4842354328,"Yearly",19212.9539501547,19212.9539501547,1844.70471003964,1,0,9,43,1,1,NA,388
"389","Bradlie","Duplantier","Yearly",82465.6367445277,82465.6367445277,"Weekly",2323.3844335935,120815.990546862,1070.34471135823,0,0,9,29,1,1,1,389
"390","Faalih","Reyes","Weekly",394.632672107942,20520.898949613,"Weekly",101.436757608817,5274.71139565849,327.598054634031,0,0,7,76,0,1,NA,390
"391","Daniel","Mundt","Monthly",239.662501297668,2875.95001557202,"Yearly",2896.03956023376,2896.03956023376,1958.25293468692,0,NA,10,61,0,1,NA,391
"392","Emma","Breshears","Weekly",515.552487534035,26808.7293517698,"Monthly",743.053212799318,8916.63855359181,5008.81389030756,1,0,15,50,1,1,NA,392
"393","Dan","el-Mitri","Weekly",1052.87305621671,54749.398923269,"Monthly",6026.28608907181,72315.4330688617,1203.677933811,0,0,5,38,0,1,NA,393
"394","Raashid","Burnett","Weekly",883.966579565616,45966.262137412,"Yearly",10707.3359926862,10707.3359926862,422.493947043638,0,0,7,39,1,1,NA,394
"395","Benjamin","Baldinger","Weekly",287.696245896367,14960.2047866111,"Yearly",3229.39013518647,3229.39013518647,1945.43209840688,1,0,11,29,0,0,NA,395
"396","Angelo","Lim","Weekly",212.19778084612,11034.2846039982,"Weekly",18.2398405260259,948.471707353348,218.767268703844,0,0,12,48,0,1,1,396
"397","Samantha","al-Mowad","Yearly",9508.90352233658,9508.90352233658,"Yearly",4120.27410037168,4120.27410037168,1006.9531251173,1,0,11,38,0,1,1,397
"398","Abdus Samad","Griffin","Weekly",628.742964837213,32694.6341715351,"Weekly",307.425735581183,15986.1382502215,594.619962254746,0,0,9,40,1,1,1,398
"399","Eugene","Hooper","Yearly",117056.719042529,117056.719042529,"Yearly",85900.3452631703,85900.3452631703,4535.38987080485,1,0,8,43,1,1,NA,399
"400","Jawhar","al-Sham","Yearly",10188.6978561365,10188.6978561365,"Yearly",15770.8221086541,15770.8221086541,1146.77079744884,1,0,5,39,0,0,NA,400
"401","Selam","Bueno","Monthly",1414.98369737272,16979.8043684727,"Weekly",908.220696004285,47227.4761922228,23255.1915505879,0,0,6,33,1,1,1,401
"402","K'Ara","Batorgil","Yearly",208550.649543749,208550.649543749,"Weekly",665.033731339227,34581.7540296398,4575.58018072789,1,0,16,42,1,1,NA,402
"403","Marthalee","Cervantes","Yearly",37917.8368594963,37917.8368594963,"Yearly",19594.5106110009,19594.5106110009,14444.8381135369,1,0,7,67,1,0,NA,403
"404","Brianna","el-Sharaf","Yearly",28867.7262289518,28867.7262289518,"Monthly",1196.22313211344,14354.6775853612,440.610505990029,0,0,5,47,1,1,1,404
"405","Gage","Hoffmann","Weekly",3622.81970369539,188386.62459216,"Monthly",1416.27249290986,16995.2699149183,11267.1314290407,1,0,13,46,0,1,1,405
"406","Elizabeth","Tsosie","Weekly",732.896419416237,38110.6138096443,"Weekly",267.098200514246,13889.1064267408,9377.01141434452,1,0,8,39,1,1,NA,406
"407","Shea","Arellano","Weekly",1037.80509839381,53965.8651164782,"Yearly",15406.6262037384,15406.6262037384,4319.93091369286,0,0,11,49,0,0,NA,407
"408","Izell","Agard","Weekly",60.2037484780498,3130.59492085859,"Weekly",51.7585370162788,2691.4439248465,261.191092086378,1,1,5,38,1,1,1,408
"409","Mckayla","Atchley","Monthly",4808.48827173771,57701.8592608525,"Weekly",134.260480326892,6981.5449769984,4446.06520162186,1,0,16,38,1,0,NA,409
"410","Ramona","Asamoah","Yearly",9281.75202634913,9281.75202634913,"Weekly",268.277632700306,13950.4369004159,7638.30897911095,1,0,8,47,1,1,1,410
"411","Scott","Naylor","Yearly",32830.3500392454,32830.3500392454,"Yearly",2762.23486425273,2762.23486425273,925.851259249896,1,NA,10,58,1,1,1,411
"412","Rachel","Vu","Weekly",71.9441857936104,3741.09766126774,"Weekly",193.33532853647,10053.4370838965,618.933300767997,0,0,3,44,1,0,NA,412
"413","Ismaeel","Nehring","Weekly",290.089168845701,15084.6367799764,"Yearly",10961.0660149273,10961.0660149273,1124.29529621856,1,0,11,33,1,1,NA,413
"414","Rider","Clark","Yearly",21706.603964312,21706.603964312,"Weekly",337.87183420667,17569.3353787468,876.257397548071,1,0,10,55,0,1,1,414
"415","Jovanna","Castro Manibusan","Yearly",43733.8589991478,43733.8589991478,"Yearly",56140.6409766366,56140.6409766366,8065.25124451417,0,0,10,46,1,1,1,415
"416","Musheera","Downen","Yearly",9783.00415736762,9783.00415736762,"Yearly",7483.59156940496,7483.59156940496,1886.50184328139,1,0,19,34,1,1,1,416
"417","Izell","Mcanany","Weekly",2419.05012320545,125790.606406683,"Weekly",1303.95271045961,67805.5409438995,42415.6715519174,0,0,8,43,0,1,1,417
"418","Perla","el-Akram","Weekly",254.760190513667,13247.5299067107,"Weekly",127.22388887345,6615.6422214194,128.876312790433,0,0,6,37,1,0,NA,418
"419","Khaalid","Holder","Weekly",507.869981059867,26409.2390151131,"Monthly",1251.47000282143,15017.6400338572,64.1623430784328,1,NA,5,45,1,1,NA,419
"420","Shamaail","Gonzalez","Yearly",26087.0942990867,26087.0942990867,"Yearly",3448.68786652642,3448.68786652642,1062.14803586066,1,0,9,56,0,1,1,420
"421","Almaasa","Holiday","Monthly",11271.9416679793,135263.300015751,"Yearly",40039.9907090898,40039.9907090898,34453.6557510392,0,0,11,40,0,1,1,421
"422","Troy","el-Vaziri","Weekly",260.448651220956,13543.3298634897,"Weekly",16.5377638933263,859.96372245297,28.7923680702442,0,0,11,43,0,1,NA,422
"423","Tayyiba","el-Mannan","Weekly",95.6244983108297,4972.47391216314,"Yearly",3723.8270545988,3723.8270545988,684.063547248105,1,0,9,40,0,1,1,423
"424","Sheng","Hernandez","Yearly",37851.4993150747,37851.4993150747,"Yearly",4351.16067106789,4351.16067106789,3226.7139378072,1,0,8,35,1,1,NA,424
"425","Felicia","al-Elamin","Yearly",34861.3055329556,34861.3055329556,"Weekly",463.729277375345,24113.9224235179,4019.44233725904,0,0,15,33,0,1,1,425
"426","Linda","Vaile","Weekly",136.730207937644,7109.97081275746,"Yearly",10959.3431832844,10959.3431832844,1979.97980417788,0,0,8,25,1,1,NA,426
"427","Lathan","Meeker","Yearly",45966.7899690994,45966.7899690994,"Yearly",31696.1500155721,31696.1500155721,23239.6889281346,0,0,9,48,1,1,NA,427
"428","Peter","Castillo","Weekly",1415.35484780952,73598.4520860949,"Weekly",1543.09102477969,80240.7332885436,10430.8997627616,1,0,10,56,1,1,1,428
"429","Jimmy","Edmond","Monthly",244.304954870833,2931.65945844999,"Weekly",87.9078985966852,4571.21072702763,642.245110856169,0,0,7,47,1,1,1,429
"430","Samantha","Arapahoe","Weekly",268.770508512911,13976.0664426714,"Yearly",2963.7789152573,2963.7789152573,128.609057271474,1,0,6,46,1,1,1,430
"431","Hamsa","Brunkhorst","Yearly",103373.983814012,103373.983814012,"Yearly",46706.2967074215,46706.2967074215,4773.71084185184,1,0,7,33,0,1,NA,431
"432","Anna","Markle","Yearly",23777.6908071706,23777.6908071706,"Yearly",16387.9687721955,16387.9687721955,4296.84979543791,0,0,5,42,1,1,0,432
"433","Mastoora","Fregoso Zamora","Weekly",135.649882100426,7053.79386922213,"Monthly",249.316170801287,2991.79404961544,2425.32266771556,0,0,2,46,0,1,1,433
"434","Ridishanae","el-Nouri","Yearly",19238.0791284713,19238.0791284713,"Weekly",1078.60174030582,56087.2904959029,16418.2775713814,0,0,8,39,0,1,NA,434
"435","Albert","Moore III","Yearly",112388.881039675,112388.881039675,"Weekly",496.426932629949,25814.2004967573,6366.09881325276,1,0,13,64,1,1,NA,435
"436","Carlynn","Fragozo Corral","Yearly",14163.0264436679,14163.0264436679,"Weekly",90.024165757936,4681.25661941267,3380.57196114538,1,0,8,38,1,1,NA,436
"437","Jie","Trent","Yearly",6521.7208868134,6521.7208868134,"Weekly",31.9861689264245,1663.28078417408,443.255534974472,1,0,9,45,1,1,0,437
"438","Alexander","Bell","Yearly",30168.201257437,30168.201257437,"Yearly",11785.3531098382,11785.3531098382,2066.34337349136,0,0,7,39,0,1,1,438
"439","Charlene","Garcia","Yearly",39355.0287005991,39355.0287005991,"Monthly",4081.27699222796,48975.3239067356,716.459136387125,0,0,9,37,1,1,NA,439
"440","Dakota","Brock","Monthly",649.281008526218,7791.37210231462,"Weekly",141.462193252858,7356.03404914864,351.211607277685,1,0,9,42,1,1,0,440
"441","Thaaqib","Stroncheck","Yearly",47223.6225841002,47223.6225841002,"Weekly",1408.69886682349,73252.3410748215,37796.304253267,0,0,11,39,1,1,1,441
"442","Jonathan","Makaiwi","Weekly",957.893704947138,49810.4726572511,"Monthly",4046.25021562979,48555.0025875575,5176.58087620229,1,0,16,42,1,1,NA,442
"443","Eric","Sherman","Monthly",1612.09303983756,19345.1164780507,"Weekly",136.010795950931,7072.56138944839,427.996853740381,0,0,8,50,1,1,1,443
"444","Ebonnie","White","Yearly",20622.0394197587,20622.0394197587,"Weekly",224.89484628431,11694.5320067841,1597.35506185412,0,0,10,42,0,1,NA,444
"445","Qisma","Veren","Yearly",2824.05776203228,2824.05776203228,"Weekly",25.0285122042599,1301.48263462152,134.446051063593,1,1,6,60,0,1,1,445
"446","Andrea","Verdoza","Weekly",712.112504020371,37029.8502090593,"Yearly",10017.619531374,10017.619531374,4304.91919842117,0,0,5,57,0,1,1,446
"447","Yun","Herrera","Yearly",5252.14148922143,5252.14148922143,"Weekly",104.225748488269,5419.73892138998,3133.67965990128,1,0,12,49,1,1,1,447
"448","Adam","Choyce","Weekly",135.186986599396,7029.72330316858,"Yearly",377.290721190836,377.290721190836,44.150276814254,1,0,13,46,0,1,1,448
"449","Summer","Chuong","Yearly",5162.49349056376,5162.49349056376,"Monthly",300.043141831207,3600.51770197449,1707.04987164856,0,0,10,61,0,1,0,449
"450","Andres","Dumler","Weekly",816.092643684897,42436.8174716146,"Weekly",205.040582941756,10662.1103129713,90.7118790142911,NA,0,13,43,0,1,1,450
"451","Saahira","Garcia","Weekly",58.1619514802899,3024.42147697508,"Weekly",510.367429741411,26539.1063465534,8273.37531655154,0,1,6,41,1,1,1,451
"452","Elizabeth","Blackhorse","Weekly",804.986047493734,41859.2744696742,"Weekly",772.74016386492,40182.4885209758,12880.8480614089,1,0,9,40,1,1,0,452
"453","Kaela","Comcowich","Yearly",9044.5836020887,9044.5836020887,"Weekly",91.6618413228975,4766.41574879067,3892.59429331222,NA,0,12,53,0,1,0,453
"454","Tessa","Ruiz","Weekly",3984.71858326881,207205.366329978,"Monthly",11662.0093328098,139944.111993718,111888.234690847,1,0,6,44,0,1,1,454
"455","Elsa","Davis","Monthly",1638.19943963077,19658.3932755693,"Yearly",4699.33681889174,4699.33681889174,1240.12634159042,1,0,14,37,1,1,NA,455
"456","Kayla","Stgermaine","Weekly",142.734692800058,7422.204025603,"Weekly",136.021820768708,7073.13467997282,1203.00635478804,0,0,8,41,1,1,1,456
"457","Shahaada","Oldenburg","Yearly",42475.6327731861,42475.6327731861,"Yearly",9335.54041490991,9335.54041490991,668.161969756821,1,0,14,42,1,1,1,457
"458","Jack","Taylor","Yearly",70217.140959581,70217.140959581,"Weekly",537.446568347506,27947.2215540703,6701.69415343082,0,0,14,48,0,0,NA,458
"459","Jason","Lisle","Yearly",52569.4547469516,52569.4547469516,"Yearly",26841.1994632404,26841.1994632404,22722.1001014982,0,0,12,66,1,1,1,459
"460","Janessa","Gulaid","Yearly",10596.9896708544,10596.9896708544,"Yearly",14865.0760346034,14865.0760346034,357.78277293354,1,0,9,55,0,1,NA,460
"461","Gabrielle","Ramirez","Weekly",555.914246795362,28907.5408333588,"Weekly",172.300540522494,8959.62810716969,6183.13347347221,1,NA,9,39,0,1,1,461
"462","Jessica","Dotseth","Weekly",282.996286575578,14715.80690193,"Monthly",493.90414846302,5926.84978155624,3188.08647212028,0,0,8,23,1,1,1,462
"463","Darrien","Bobadilla-Banuelos","Yearly",31603.4326677082,31603.4326677082,"Yearly",10733.8608374871,10733.8608374871,2358.65478906715,0,1,7,27,1,1,1,463
"464","Jerry","Lloyd","Yearly",11694.2316261357,11694.2316261357,"Yearly",14588.5482169172,14588.5482169172,2216.17810553929,0,0,2,38,0,0,NA,464
"465","Halloka","Johnson","Yearly",20313.5709257959,20313.5709257959,"Yearly",9987.8009032217,9987.8009032217,440.835892683773,1,0,10,45,0,1,1,465
"466","Dennis","Moore","Yearly",18000.0180449434,18000.0180449434,"Monthly",1589.31515631929,19071.7818758315,24.7054919435475,1,0,13,57,1,1,1,466
"467","Izzat","Cardoza","Yearly",14895.3409421563,14895.3409421563,"Yearly",4569.70507668118,4569.70507668118,2866.35765936564,1,0,19,60,0,1,1,467
"468","Lacey","Velasquez","Yearly",13313.0357078655,13313.0357078655,"Yearly",12086.7245793153,12086.7245793153,4007.42094536597,1,0,9,65,0,1,1,468
"469","Scott","Blanco","Weekly",883.932189080016,45964.4738321608,"Weekly",153.392205858932,7976.39470466447,4459.66549799842,1,1,5,34,1,1,1,469
"470","Adam","Warren","Yearly",11678.7833239151,11678.7833239151,"Weekly",285.776186725965,14860.3617097502,11958.5214561594,0,0,8,35,1,1,1,470
"471","Kendall","el-Shabazz","Yearly",89605.8337959594,89605.8337959594,"Weekly",655.109729859991,34065.7059527195,3862.04257152488,0,0,7,24,1,1,1,471
"472","Courtney","al-Nour","Yearly",8331.80185840449,8331.80185840449,"Yearly",4780.94871151101,4780.94871151101,128.485231440091,0,0,10,49,1,1,1,472
"473","Klayson","Mares Sigala","Yearly",12597.7327352402,12597.7327352402,"Weekly",67.9343406955884,3532.5857161706,619.752330515338,1,0,10,46,1,1,1,473
"474","Lee","Kawata","Monthly",16622.1570062702,199465.884075243,"Weekly",392.187444936872,20393.7471367173,3201.94644129755,0,0,5,53,1,1,1,474
"475","Iecia","al-Hosseini","Yearly",92702.9531258881,92702.9531258881,"Weekly",578.122151139033,30062.3518592297,6392.60718015393,1,0,13,51,1,1,1,475
"476","Tiffany","White","Monthly",2021.50949726697,24258.1139672036,"Yearly",12614.3408312332,12614.3408312332,7385.52457954994,1,0,10,53,1,1,0,476
"477","Ariana","Dee","Weekly",329.704764588584,17144.6477586064,"Yearly",9890.12514990142,9890.12514990142,1037.3820489967,0,0,7,52,0,1,1,477
"478","Shae","Fernandez","Monthly",1479.06609732331,17748.7931678798,"Yearly",4054.98416324838,4054.98416324838,1735.76571140188,0,NA,6,49,1,1,NA,478
"479","Aseela","Koch","Weekly",107.877054827274,5609.60685101826,"Weekly",63.9669233523421,3326.28001432179,2230.17718400763,1,0,10,44,0,1,NA,479
"480","Jessica","Holmes","Yearly",38022.9965246401,38022.9965246401,"Yearly",29922.4344935898,29922.4344935898,9501.14626375714,1,0,10,32,1,1,0,480
"481","Hafsa","al-Huq","Weekly",1130.46838272885,58784.3559019004,"Weekly",1446.14668692249,75199.6277199695,8765.9516620326,1,0,11,61,1,1,1,481
"482","Sydney","Ban","Yearly",22639.507915067,22639.507915067,"Yearly",16947.765678902,16947.765678902,4739.72003669584,NA,0,3,43,1,1,NA,482
"483","Jacob","Carr","Monthly",732.188124911692,8786.25749894031,"Yearly",5412.70265961448,5412.70265961448,292.384412814338,1,0,14,54,0,1,0,483
"484","David","Rivera","Monthly",240.396204186619,2884.75445023943,"Weekly",6.97981728976529,362.950499067795,13.8554316914067,0,0,10,46,0,1,0,484
"485","Daisy","Martinez","Yearly",89496.7383146275,89496.7383146275,"Yearly",16366.8950275417,16366.8950275417,1558.39433115208,1,0,15,37,0,1,1,485
"486","Sean","al-Shams","Yearly",32960.3381457348,32960.3381457348,"Weekly",546.098109334245,28397.1016853807,390.440320061635,0,1,8,37,0,1,NA,486
"487","Taamir","Corea","Yearly",5345.03466327708,5345.03466327708,"Yearly",9030.40149547847,9030.40149547847,6448.38815852302,1,0,10,42,0,1,0,487
"488","Brianna","al-Saladin","Weekly",1241.98879781341,64583.4174862973,"Monthly",1116.1647200133,13393.9766401596,1377.18420295189,0,NA,13,39,1,0,NA,488
"489","Willie","al-Galla","Yearly",10446.6226518133,10446.6226518133,"Monthly",1280.40795047138,15364.8954056566,10608.6589609203,1,0,9,52,0,1,1,489
"490","Joshua","Amadou","Weekly",11710.8882868131,608966.190914281,"Monthly",16414.0061449479,196968.073739375,47486.1136760552,1,0,8,49,1,1,NA,490
"491","Zuhair","Johnson","Weekly",149.974079641398,7798.65214135269,"Yearly",2157.47374295199,2157.47374295199,687.56765908112,1,0,16,36,0,1,1,491
"492","Henry","Aveitia","Weekly",185.040472898379,9622.10459071571,"Monthly",690.778616110415,8289.34339332497,354.408876715906,0,0,5,47,0,1,0,492
"493","Tomas","Hammond","Yearly",27745.2172072797,27745.2172072797,"Monthly",752.182124206762,9026.18549048114,6301.20133780041,1,0,8,40,0,1,NA,493
"494","Terrance","Soto","Weekly",2944.80409140309,153129.812752961,"Monthly",3448.67959113047,41384.1550935656,16772.7421912535,0,0,5,49,1,1,1,494
"495","Francisco","Ruacho","Weekly",621.920243315007,32339.8526523804,"Yearly",4098.64511447687,4098.64511447687,3409.36686578654,1,0,8,26,1,0,NA,495
"496","Penmai","Ramirez","Yearly",17305.0843009492,17305.0843009492,"Monthly",519.658604556052,6235.90325467263,4088.24878783666,0,0,6,53,1,1,0,496
"497","Andrew","el-Fadel","Weekly",490.506287419678,25506.3269458233,"Weekly",213.385513194123,11096.0466860944,8193.17707066644,1,1,1,45,0,1,1,497
"498","Caitlyn","Knabenshue","Yearly",10865.5460722243,10865.5460722243,"Monthly",1298.37159307101,15580.4591168522,97.2073940706222,1,0,9,50,1,1,0,498
"499","Tynan","Boykins","Yearly",9469.40230228179,9469.40230228179,"Monthly",322.948704881044,3875.38445857253,407.248886529353,0,0,7,39,1,1,1,499
"500","Emily","Lau","Monthly",4582.58634289522,54991.0361147426,"Yearly",51407.173224511,51407.173224511,2789.68773050416,1,1,6,31,1,1,0,500
