"","first_names","last_names","income_unit","income","annual_income","expense_unit","expense","annual_expense","annual_pet_expense","gained_pet","lost_pet","happiness","age_respondent","female_respondent","cats_n_dogs","is_dog_registered","case_id"
"344","Diego","Nguyen","Weekly",444.791994263335,23129.1837016934,"Yearly",2453.6548183523,2453.6548183523,108.376146320496,1,0,-9,41,1,0,1,344
"345","Nuzha","Allen-Polniak","Yearly",75970.7858454733,75970.7858454733,"Yearly",56492.9642623597,56492.9642623597,11262.3257972786,1,0,-17,40,1,1,0,345
"346","Lucila","Huff","Yearly",26498.2054746495,26498.2054746495,"Yearly",22630.4690189704,22630.4690189704,735.391997893003,1,0,-9,24,0,2,NA,346
"347","Adam","Conrad","Yearly",5026.1171657377,5026.1171657377,"Weekly",81.4773210922999,4236.8206967996,2839.96012902631,1,0,-6,60,1,1,NA,347
"348","Kevron","Elias","Yearly",66614.1798871509,66614.1798871509,"Monthly",1695.20664594895,20342.4797513874,6160.46599101578,0,1,-14,33,0,0,1,348
"349","Julianna","Tufford","Yearly",11571.6767313891,11571.6767313891,"Weekly",141.675319964546,7367.1166381564,141.877082473287,1,0,-10,50,1,0,1,349
"350","Victor","Wagner","Monthly",893.444284081513,10721.3314089782,"Weekly",106.424562633069,5534.0772569196,5093.27088031074,0,0,-8,32,1,0,1,350
"351","Wyatt","Bradley","Monthly",1413.81187378636,16965.7424854363,"Yearly",5426.01865453509,5426.01865453509,137.717859449318,1,0,-9,30,1,0,1,351
"352","Ashanafe","Crawford","Yearly",4195.36243680474,4195.36243680474,"Monthly",722.973444704151,8675.68133644981,395.719789181631,1,NA,-13,55,1,0,1,352
"353","Matthew","Rice","Yearly",2621.65958663264,2621.65958663264,"Weekly",10.5867302442854,550.509972702843,267.528284767755,0,1,-7,43,0,0,1,353
"354","Patrick","Flynn","Yearly",6535.61871799194,6535.61871799194,"Weekly",70.7535137722626,3679.18271615765,147.471978367311,NA,0,-7,35,0,2,NA,354
"355","Sonia","Robinson III","Weekly",799.644843979426,41581.5318869302,"Yearly",54758.7554204368,54758.7554204368,32157.2401735465,0,0,-16,34,1,2,0,355
"356","Parker","el-Mohammad","Yearly",5164.34322886133,5164.34322886133,"Weekly",39.5048370780899,2054.25152806068,101.223805894082,0,0,-5,37,0,2,NA,356
"357","Melissa","Zarate","Yearly",6260.98450870677,6260.98450870677,"Weekly",95.9997449658474,4991.98673822407,201.368498835391,1,0,-9,30,0,0,1,357
"358","Amanda","Petrik","Weekly",230.228828507742,11971.8990824026,"Yearly",39297.9064564286,39297.9064564286,550.287151975983,1,0,-10,55,1,0,1,358
"359","Ramona","Billie","Weekly",226.065075481174,11755.383925021,"Yearly",11848.1449113148,11848.1449113148,1794.78193845669,0,0,-11,33,1,0,1,359
"360","Shelbe","Talucci","Weekly",50.8995049933837,2646.77425965595,"Yearly",680.415012971113,680.415012971113,236.506473084522,0,0,-9,32,1,0,1,360
"361","Evan","Lee","Weekly",268.995500355839,13987.7660185036,"Weekly",378.560057460434,19685.1229879426,18631.359812718,NA,0,-14,43,0,0,1,361
"362","Talon","el-Zafar","Yearly",92006.4027110467,92006.4027110467,"Yearly",23407.682589397,23407.682589397,8000.6312055596,0,0,-14,39,1,2,NA,362
"363","Jelicha","al-Imam","Yearly",5458.88219059455,5458.88219059455,"Yearly",5619.44304406685,5619.44304406685,1614.70039660539,1,0,-8,36,0,0,1,363
"364","Olivia","Chaisitti","Weekly",1110.2233747457,57731.6154867762,"Weekly",244.12912080463,12694.7142818408,140.959708020248,1,1,-8,64,1,2,NA,364
"365","Uriah","Walk","Weekly",393.306844677907,20451.9559232511,"Weekly",121.978099674725,6342.8611830857,5239.8684402701,1,NA,-12,37,1,2,NA,365
"366","Nu'maan","Medina","Yearly",23928.3301918421,23928.3301918421,"Weekly",201.340788635889,10469.7210090662,2501.81266008635,1,0,-14,51,1,0,1,366
"367","Nariah","Greenlees","Yearly",14303.874862591,14303.874862591,"Weekly",100.936986585649,5248.72330245373,1695.09415777995,1,1,-6,37,1,0,1,367
"368","Serena","el-Eid","Weekly",330.756013647415,17199.3127096656,"Yearly",59715.9445030444,59715.9445030444,4098.61217044218,1,0,-6,31,1,2,0,368
"369","Roger","al-Tariq","Monthly",9124.38934694652,109492.672163358,"Weekly",417.834404489264,21727.3890334417,2907.27084522068,0,0,-9,42,0,0,1,369
"370","Kayla","Roberts","Monthly",942.015663839498,11304.187966074,"Weekly",64.1758196295908,3337.14262073872,1230.46056728728,0,0,-9,35,1,2,NA,370
"371","Matthew","Han","Weekly",471.800837071934,24533.6435277406,"Weekly",192.258699596566,9997.45237902141,848.064552752959,0,1,-6,29,0,0,1,371
"372","Tabitha","Avants","Weekly",321.745939778192,16730.788868466,"Yearly",34430.8874294296,34430.8874294296,10059.9366412643,1,0,-12,55,0,0,1,372
"373","Joseph","Aragon","Monthly",3216.35968512708,38596.3162215249,"Weekly",587.820971392344,30566.6905124019,1924.68587409104,0,1,-12,35,1,1,0,373
"374","Mariah","Quintana","Yearly",6457.95366793265,6457.95366793265,"Yearly",4103.72126259087,4103.72126259087,511.351206861583,1,0,-12,41,1,0,1,374
"375","Elisabeth","Kasper","Yearly",24655.4063340527,24655.4063340527,"Weekly",181.11286148556,9417.86879724911,536.578407875526,1,0,-9,40,1,0,1,375
"376","Wajeeh","Myerson-Beard","Monthly",1780.50675868264,21366.0811041917,"Weekly",152.541663525854,7932.16650334441,4100.25549865484,1,0,-7,62,0,2,NA,376
"377","Mudrika","al-Bagheri","Weekly",418.808431040254,21778.0384140932,"Weekly",1661.49246361899,86397.6081081876,1605.10195985619,1,0,-9,52,1,0,1,377
"378","Cody","Santistevan","Weekly",1113.71282272158,57913.0667815223,"Weekly",251.48133872133,13077.0296135091,762.002261331084,1,1,-5,64,0,0,1,378
"379","Mickey","Sosa","Monthly",3395.72255993541,40748.6707192249,"Yearly",3121.05185421779,3121.05185421779,362.595499187844,1,0,-10,41,0,0,1,379
"380","Diana","Gordon","Yearly",115752.851343828,115752.851343828,"Yearly",39629.4904217188,39629.4904217188,2697.04620078017,1,0,-7,53,1,0,1,380
"381","Kayla","Jones","Weekly",442.40679853148,23005.153523637,"Weekly",284.132692943841,14774.9000330797,834.482805016786,0,1,-12,71,1,2,0,381
"382","Kristina","Nerger","Weekly",1155.73705564005,60098.3268932827,"Yearly",124310.880598446,124310.880598446,39632.1067532916,1,1,-8,41,1,2,0,382
"383","Fat'hiyaa","Pittman","Weekly",291.952449826851,15181.5273909962,"Weekly",61.584963211761,3202.41808701157,401.165579103257,1,1,-7,46,1,2,NA,383
"384","Maureen","Velasquez","Yearly",60922.3140584743,60922.3140584743,"Yearly",11505.1309440086,11505.1309440086,246.575155023316,1,0,-12,47,1,2,NA,384
"385","Taylor","Martens","Weekly",2481.19865622567,129022.330123735,"Weekly",190.290376227385,9895.09956382401,2314.73624188001,0,0,-6,46,0,0,1,385
"386","Davina","Wong","Weekly",2777.74498219161,144442.739073964,"Yearly",59299.1104825239,59299.1104825239,16597.2842678424,0,0,-5,34,1,2,0,386
"387","Eduardo","al-Mahmud","Yearly",45598.5335502341,45598.5335502341,"Weekly",459.291894576808,23883.178517994,3709.1844389773,NA,0,-12,48,1,0,1,387
"388","Chalee","Hall","Weekly",1047.26875450353,54457.9752341837,"Yearly",27895.4516050747,27895.4516050747,3835.26502777785,0,0,-10,43,1,2,NA,388
"389","Bradlie","Duplantier","Yearly",59749.2873177849,59749.2873177849,"Yearly",77946.1033664366,77946.1033664366,2445.5105212892,0,NA,-9,29,1,2,NA,389
"390","Faalih","Reyes","Yearly",25272.7914527658,25272.7914527658,"Yearly",4455.84560207699,4455.84560207699,3839.40828548237,1,0,-13,76,0,2,0,390
"391","Daniel","Mundt","Weekly",78.751530760592,4095.07959955078,"Yearly",788.324710591597,788.324710591597,206.057217850842,0,1,-8,61,0,2,0,391
"392","Emma","Breshears","Weekly",242.270120080304,12598.0462441758,"Yearly",12586.4064776764,12586.4064776764,1065.97623535514,0,NA,-7,50,1,2,NA,392
"393","Dan","el-Mitri","Yearly",31713.851680197,31713.851680197,"Monthly",5656.91933343727,67883.0320012473,65121.0613418261,1,1,-6,38,0,0,1,393
"394","Raashid","Burnett","Weekly",143.262446903866,7449.64723900103,"Weekly",70.981936335539,3691.06068944803,2776.73352812995,0,0,-10,39,1,2,NA,394
"395","Benjamin","Baldinger","Yearly",12423.542025639,12423.542025639,"Yearly",3891.75215924114,3891.75215924114,365.664334203889,1,0,-2,29,0,0,1,395
"396","Angelo","Lim","Weekly",294.581659652541,15318.2463019322,"Yearly",5301.40513965114,5301.40513965114,1951.10203115951,1,1,-8,48,0,2,NA,396
"397","Samantha","al-Mowad","Yearly",7534.19838157646,7534.19838157646,"Yearly",2298.69847661797,2298.69847661797,489.274297009186,1,0,-10,38,0,2,0,397
"398","Abdus Samad","Griffin","Weekly",471.702952749409,24528.5535429693,"Weekly",251.396864008043,13072.6369284182,1947.04407681421,1,0,-4,40,1,2,NA,398
"399","Eugene","Hooper","Weekly",3096.24756512744,161004.873386627,"Yearly",96441.5402127527,96441.5402127527,28523.766552051,1,0,-10,43,1,2,0,399
"400","Jawhar","al-Sham","Weekly",431.960756313199,22461.9593282863,"Weekly",457.142515381989,23771.4107998634,3280.32313500896,0,0,-16,39,0,0,1,400
"401","Selam","Bueno","Weekly",486.693371525239,25308.0553193124,"Yearly",74401.300933963,74401.300933963,54567.7290838115,NA,NA,-7,33,1,2,NA,401
"402","K'Ara","Batorgil","Yearly",47641.6546315661,47641.6546315661,"Weekly",2586.95686050642,134521.756746334,4406.91692681108,1,0,-7,42,1,0,1,402
"403","Marthalee","Cervantes","Weekly",753.647268254412,39189.6579492294,"Yearly",7332.65429058252,7332.65429058252,3138.19324705774,0,0,-10,67,1,2,0,403
"404","Brianna","el-Sharaf","Weekly",731.912045398813,38059.4263607383,"Weekly",518.9392637525,26984.84171513,712.028065258446,0,0,-4,47,1,2,NA,404
"405","Gage","Hoffmann","Yearly",62001.6868165198,62001.6868165198,"Yearly",28939.8869308842,28939.8869308842,7007.14795872898,0,0,-7,46,0,0,1,405
"406","Elizabeth","Tsosie","Weekly",357.166252567452,18572.6451335075,"Yearly",13275.4645314122,13275.4645314122,844.388398797368,1,0,-8,39,1,2,NA,406
"407","Shea","Arellano","Weekly",778.694432474644,40492.1104886815,"Yearly",14729.0115630098,14729.0115630098,11516.0231354676,0,0,-6,49,0,2,0,407
"408","Izell","Agard","Monthly",1027.01680044976,12324.2016053971,"Yearly",2389.17260486585,2389.17260486585,199.020170318908,0,NA,-4,38,1,0,1,408
"409","Mckayla","Atchley","Monthly",4745.49285497602,56945.9142597123,"Yearly",46428.0963451571,46428.0963451571,1292.36096660117,1,1,-1,38,1,2,NA,409
"410","Ramona","Asamoah","Yearly",6897.92879938885,6897.92879938885,"Weekly",129.809445317888,6750.09115653018,272.276644524822,0,0,-5,47,1,2,NA,410
"411","Scott","Naylor","Yearly",20125.2340277524,20125.2340277524,"Yearly",2766.26488354661,2766.26488354661,1401.84241639849,1,0,-9,58,1,0,1,411
"412","Rachel","Vu","Yearly",6422.82625999564,6422.82625999564,"Weekly",167.434387965558,8706.58817420901,1053.16224079178,1,1,-6,44,1,2,NA,412
"413","Ismaeel","Nehring","Yearly",14406.4278763378,14406.4278763378,"Yearly",5343.71726101096,5343.71726101096,521.260342364972,1,0,-13,33,1,2,NA,413
"414","Rider","Clark","Weekly",828.047859261895,43058.4886816186,"Monthly",2200.54557457876,26406.5468949452,7287.02367699911,1,0,-10,55,0,0,1,414
"415","Jovanna","Castro Manibusan","Weekly",1675.83121418734,87143.2231377418,"Weekly",1341.04670534396,69734.4286778858,51063.5634587151,1,0,-7,46,1,0,1,415
"416","Musheera","Downen","Weekly",177.225419633898,9215.7218209627,"Monthly",561.555773792277,6738.66928550732,277.738118979779,1,0,-13,34,1,1,NA,416
"417","Izell","Mcanany","Weekly",8081.42967584502,420234.343143941,"Yearly",80121.2715736934,80121.2715736934,4723.25769565323,1,0,-7,43,0,0,1,417
"418","Perla","el-Akram","Weekly",267.381611357726,13903.8437906017,"Yearly",6830.0077498101,6830.0077498101,197.781842388587,1,0,-7,37,1,0,1,418
"419","Khaalid","Holder","Weekly",462.222108537262,24035.5496439376,"Yearly",52003.0649654218,52003.0649654218,4496.42994939715,1,0,-9,45,1,1,0,419
"420","Shamaail","Gonzalez","Yearly",11995.2734390148,11995.2734390148,"Yearly",11575.8493093902,11575.8493093902,3345.02821535548,NA,0,-8,56,0,2,0,420
"421","Almaasa","Holiday","Weekly",1653.87899289132,86001.7076303489,"Weekly",1418.51525167762,73762.7930872361,1457.30880732236,0,0,-9,40,0,0,1,421
"422","Troy","el-Vaziri","Weekly",174.858256355368,9092.62933047914,"Weekly",51.4134840948972,2673.50117293465,50.0834650053167,0,0,-6,43,0,0,1,422
"423","Tayyiba","el-Mannan","Weekly",72.9502157170884,3793.4112172886,"Weekly",21.3568900883635,1110.5582845949,167.096347236591,0,0,-6,40,0,2,NA,423
"424","Sheng","Hernandez","Yearly",21760.6960510043,21760.6960510043,"Weekly",69.0178623255682,3588.92884092955,1152.85720363929,1,0,-11,35,1,2,NA,424
"425","Felicia","al-Elamin","Yearly",124220.410887604,124220.410887604,"Weekly",666.758809668197,34671.4581027462,27218.8429917666,0,0,-7,33,0,1,NA,425
"426","Linda","Vaile","Yearly",4806.40463803839,4806.40463803839,"Monthly",397.232723946294,4766.79268735553,555.869541742108,1,1,-7,25,1,1,NA,426
"427","Lathan","Meeker","Weekly",329.468348568378,17132.3541255557,"Yearly",29616.7766340309,29616.7766340309,6794.11398256177,1,1,-4,48,1,0,1,427
"428","Peter","Castillo","Yearly",68771.5159820702,68771.5159820702,"Monthly",5350.3973918852,64204.7687026224,32000.9246091872,1,0,-7,56,1,0,1,428
"429","Jimmy","Edmond","Yearly",5603.44963681404,5603.44963681404,"Weekly",43.6040809319743,2267.41220846266,410.613492980546,0,0,-3,47,1,0,1,429
"430","Samantha","Arapahoe","Weekly",395.354438996105,20558.4308277975,"Weekly",201.562188601402,10481.2338072729,3355.42138969226,1,0,-11,46,1,2,0,430
"431","Hamsa","Brunkhorst","Yearly",179490.346100686,179490.346100686,"Weekly",907.896746063011,47210.6307952765,17772.1955771371,1,0,-12,33,0,1,NA,431
"432","Anna","Markle","Yearly",11676.2270899087,11676.2270899087,"Weekly",523.508842534732,27222.4598118061,7920.70119256966,1,1,-5,42,1,0,1,432
"433","Mastoora","Fregoso Zamora","Weekly",289.974584000387,15078.6783680201,"Weekly",61.4632464795052,3196.08881693427,1906.42859640497,1,1,-6,46,0,0,1,433
"434","Ridishanae","el-Nouri","Weekly",598.162725886167,31104.4617460807,"Weekly",567.751768517191,29523.0919628939,348.959402352849,1,NA,-5,39,0,2,0,434
"435","Albert","Moore III","Weekly",723.772156042488,37636.1521142094,"Weekly",378.111631572321,19661.8048417607,14390.9549339987,1,0,-10,64,1,0,1,435
"436","Carlynn","Fragozo Corral","Monthly",918.246431012402,11018.9571721488,"Yearly",4781.45804274028,4781.45804274028,2804.22809085281,1,0,-8,38,1,1,NA,436
"437","Jie","Trent","Yearly",7364.51118472916,7364.51118472916,"Weekly",167.300251617797,8699.61308412543,707.946859438576,1,0,-9,45,1,2,0,437
"438","Alexander","Bell","Weekly",819.827947185218,42631.0532536313,"Weekly",318.37665019208,16555.5858099882,429.801596919183,1,1,-6,39,0,2,NA,438
"439","Charlene","Garcia","Weekly",473.828772653205,24639.0961779667,"Weekly",1163.7434285405,60514.6582841058,5064.67506986675,0,0,-8,37,1,2,NA,439
"440","Dakota","Brock","Weekly",133.944166718625,6965.09666936852,"Weekly",47.6065650425261,2475.54138221136,38.6966186924315,0,0,-9,42,1,0,1,440
"441","Thaaqib","Stroncheck","Weekly",1717.42126967474,89305.9060230864,"Yearly",153134.094947594,153134.094947594,9937.98888805288,1,1,-6,39,1,0,1,441
"442","Jonathan","Makaiwi","Yearly",47108.1943212753,47108.1943212753,"Yearly",20241.3048099597,20241.3048099597,2347.88339036826,1,0,-6,42,1,0,1,442
"443","Eric","Sherman","Yearly",35045.7308446884,35045.7308446884,"Yearly",21125.4599936486,21125.4599936486,11752.0971177998,1,0,-10,50,1,2,0,443
"444","Ebonnie","White","Weekly",526.604063544789,27383.411304329,"Weekly",116.552328595656,6060.72108697413,3597.12497582062,0,0,-6,42,0,0,1,444
"445","Qisma","Veren","Yearly",7315.86101979982,7315.86101979982,"Yearly",3948.74118534898,3948.74118534898,3001.85415675768,1,0,-11,60,0,0,1,445
"446","Andrea","Verdoza","Weekly",823.771626574944,42836.1245818971,"Weekly",494.350213903712,25706.211122993,6344.24359710806,1,NA,-10,57,0,2,0,446
"447","Yun","Herrera","Weekly",137.78560024462,7164.85121272022,"Weekly",65.172190473225,3388.9539046077,191.810278997219,0,0,-8,49,1,0,1,447
"448","Adam","Choyce","Yearly",3991.46126174752,3991.46126174752,"Yearly",244.441231073258,244.441231073258,23.8030655186849,1,0,-13,46,0,0,1,448
"449","Summer","Chuong","Monthly",312.467952590108,3749.6154310813,"Yearly",6807.46255359519,6807.46255359519,747.225343925402,0,1,-10,61,0,2,NA,449
"450","Andres","Dumler","Weekly",463.305022938228,24091.8611927878,"Weekly",129.485888787475,6733.26621694871,129.9136276907,0,0,-4,43,0,0,1,450
"451","Saahira","Garcia","Yearly",24228.5285743993,24228.5285743993,"Weekly",552.338191876216,28721.5859775632,15369.0810443615,0,0,-7,41,1,2,NA,451
"452","Elizabeth","Blackhorse","Yearly",19848.1333073766,19848.1333073766,"Weekly",451.691405770277,23487.9531000544,871.657156383939,0,0,-3,40,1,0,1,452
"453","Kaela","Comcowich","Yearly",16484.9058473977,16484.9058473977,"Weekly",161.820480492623,8414.66498561638,2425.45971570694,1,0,-9,53,0,0,1,453
"454","Tessa","Ruiz","Yearly",232567.297583009,232567.297583009,"Yearly",226629.769953473,226629.769953473,23497.8273458053,1,0,-10,44,0,1,NA,454
"455","Elsa","Davis","Weekly",148.949231666702,7745.36004666851,"Weekly",340.796513060391,17721.4186791403,1665.02226260485,0,0,-3,37,1,2,0,455
"456","Kayla","Stgermaine","Yearly",5805.67705315894,5805.67705315894,"Monthly",531.186111239758,6374.2333348771,221.954598965762,0,1,-11,41,1,2,0,456
"457","Shahaada","Oldenburg","Yearly",92759.1997877058,92759.1997877058,"Yearly",28255.7407343135,28255.7407343135,71.4004219746674,0,0,-5,42,1,0,1,457
"458","Jack","Taylor","Yearly",46119.35907842,46119.35907842,"Weekly",545.024601088153,28341.279256584,2526.75044770456,1,0,-10,48,0,2,NA,458
"459","Jason","Lisle","Weekly",1004.92354627788,52256.0244064498,"Yearly",60936.1192003638,60936.1192003638,44874.238666334,1,0,-8,66,1,0,1,459
"460","Janessa","Gulaid","Weekly",1024.77491525357,53288.2955931854,"Weekly",147.561226621705,7673.18378432865,1985.52077163493,1,1,-3,55,0,0,1,460
"461","Gabrielle","Ramirez","Yearly",33446.1871858217,33446.1871858217,"Monthly",1521.48884718496,18257.8661662196,17010.380930223,0,0,-6,39,0,2,NA,461
"462","Jessica","Dotseth","Yearly",41872.7070730096,41872.7070730096,"Yearly",38578.1939338736,38578.1939338736,49690.76,0,0,-7,23,1,0,1,462
"463","Darrien","Bobadilla-Banuelos","Monthly",2190.7369859325,26288.84383119,"Yearly",18492.5120745454,18492.5120745454,5345.01764011786,1,0,-14,27,1,2,NA,463
"464","Jerry","Lloyd","Yearly",23574.034858106,23574.034858106,"Yearly",29016.292042536,29016.292042536,6276.42872533229,1,0,-12,38,0,2,NA,464
"465","Halloka","Johnson","Yearly",27273.8667647024,27273.8667647024,"Yearly",5189.42154826987,5189.42154826987,2717.8351677211,0,0,-6,45,0,0,1,465
"466","Dennis","Moore","Yearly",19377.5923971041,19377.5923971041,"Yearly",13387.5157582996,13387.5157582996,2935.95025623127,1,0,-6,57,1,1,NA,466
"467","Izzat","Cardoza","Weekly",73.6643672521567,3830.54709711215,"Yearly",5580.23218507276,5580.23218507276,5356.81413389155,1,0,-7,60,0,0,1,467
"468","Lacey","Velasquez","Weekly",301.998955296775,15703.9456754323,"Yearly",7626.97624046782,7626.97624046782,5759.14252653087,0,0,-16,65,0,2,NA,468
"469","Scott","Blanco","Weekly",733.798342394342,38157.5138045058,"Weekly",166.571226988172,8661.70380338496,1312.20468197889,1,0,-6,34,1,1,NA,469
"470","Adam","Warren","Weekly",377.676831377956,19639.1952316537,"Yearly",15672.7888955174,15672.7888955174,13982.086831569,0,0,-10,35,1,0,1,470
"471","Kendall","el-Shabazz","Weekly",1769.72378545255,92025.6368435324,"Yearly",45381.7479651057,45381.7479651057,1072.68217222317,0,0,-6,24,1,2,NA,471
"472","Courtney","al-Nour","Weekly",200.891144584714,10446.3395184051,"Weekly",269.46335044942,14012.0942233699,3602.94977868103,1,0,-8,49,1,2,NA,472
"473","Klayson","Mares Sigala","Yearly",12835.8769727523,12835.8769727523,"Yearly",5732.65587227661,5732.65587227661,728.710351897263,0,0,-5,46,1,2,NA,473
"474","Lee","Kawata","Weekly",1136.29730870523,59087.4600526721,"Weekly",537.805346189944,27965.8780018771,1772.97014942812,NA,0,-9,53,1,2,NA,474
"475","Iecia","al-Hosseini","Yearly",20306.9472651587,20306.9472651587,"Yearly",7883.50548478099,7883.50548478099,6681.39095200931,0,0,-6,51,1,0,1,475
"476","Tiffany","White","Monthly",3473.82574950181,41685.9089940217,"Monthly",1681.84483878167,20182.13806538,315.128967125807,0,0,-13,53,1,0,1,476
"477","Ariana","Dee","Weekly",671.006122906458,34892.3183911358,"Weekly",134.496791928231,6993.83318026801,2487.707779283,1,1,-2,52,0,0,1,477
"478","Shae","Fernandez","Weekly",462.979895055277,24074.9545428744,"Weekly",522.273688911365,27158.231823391,1701.88677844593,NA,0,-3,49,1,0,1,478
"479","Aseela","Koch","Monthly",832.652164235835,9991.82597083002,"Weekly",39.9302190937559,2076.3713928753,906.770802354785,1,0,-11,44,0,0,1,479
"480","Jessica","Holmes","Yearly",20568.1331969646,20568.1331969646,"Weekly",391.87279925627,20377.3855613261,145.46854234698,0,0,-6,32,1,2,NA,480
"481","Hafsa","al-Huq","Weekly",1268.16351891378,65944.5029835165,"Yearly",36335.9318887055,36335.9318887055,5548.26127078117,0,1,-9,61,1,0,1,481
"482","Sydney","Ban","Yearly",43687.3142952722,43687.3142952722,"Weekly",287.001662449124,14924.0864473545,1844.2699329103,0,0,-6,43,1,0,1,482
"483","Jacob","Carr","Yearly",10275.7797021599,10275.7797021599,"Weekly",106.037732246822,5513.96207683474,1339.71266765566,1,0,-7,54,0,2,NA,483
"484","David","Rivera","Yearly",6088.39848651942,6088.39848651942,"Weekly",9.47556590082408,492.729426842852,172.910875298005,0,0,-4,46,0,2,NA,484
"485","Daisy","Martinez","Weekly",1200.06671207876,62403.4690280953,"Yearly",34795.1987747286,34795.1987747286,10820.5740511977,1,0,-15,37,0,0,1,485
"486","Sean","al-Shams","Monthly",1176.00065587125,14112.007870455,"Yearly",37947.8199430455,37947.8199430455,2844.12539858743,0,0,-6,37,0,0,1,486
"487","Taamir","Corea","Weekly",212.960673733854,11073.9550341604,"Weekly",93.0616091420902,4839.20367538869,1081.47240431436,0,0,-8,42,0,0,1,487
"488","Brianna","al-Saladin","Yearly",170036.419977431,170036.419977431,"Yearly",12242.2492898291,12242.2492898291,2684.16372092445,1,1,-6,39,1,0,1,488
"489","Willie","al-Galla","Yearly",24587.8977598514,24587.8977598514,"Weekly",115.331931032563,5997.26041369326,268.642740362555,0,0,-8,52,0,2,0,489
"490","Joshua","Amadou","Weekly",4193.00102109629,218036.053097007,"Weekly",2660.84741805456,138364.065738837,26336.4292854001,0,0,-8,49,1,1,0,490
"491","Zuhair","Johnson","Yearly",5630.16649517225,5630.16649517225,"Yearly",1597.88616940075,1597.88616940075,31.3188451422642,0,0,-10,36,0,2,0,491
"492","Henry","Aveitia","Yearly",19392.7259474829,19392.7259474829,"Yearly",7671.88183950175,7671.88183950175,1179.55206882594,1,0,-10,47,0,0,1,492
"493","Tomas","Hammond","Weekly",632.761630074169,32903.6047638568,"Yearly",14699.4001446326,14699.4001446326,10274.7899046434,1,0,-12,40,0,2,NA,493
"494","Terrance","Soto","Yearly",141796.380971895,141796.380971895,"Weekly",1438.96914135355,74826.3953503845,25285.9064059703,1,0,-13,49,1,0,1,494
"495","Francisco","Ruacho","Weekly",481.55050009491,25040.6260049353,"Yearly",2165.35886664701,2165.35886664701,842.284049183991,1,0,-11,26,1,0,1,495
"496","Penmai","Ramirez","Monthly",2015.2380661673,24182.8567940076,"Weekly",121.236028108868,6304.27346166112,3106.06378969479,0,1,-5,53,1,0,1,496
"497","Andrew","el-Fadel","Weekly",763.437951479143,39698.7734769154,"Yearly",17892.1643136598,17892.1643136598,10200.5859169228,0,1,-11,45,0,0,1,497
"498","Caitlyn","Knabenshue","Yearly",40083.7684308394,40083.7684308394,"Yearly",11177.8468744806,11177.8468744806,988.136779243029,1,0,-10,50,1,0,1,498
"499","Tynan","Boykins","Monthly",842.931411332447,10115.1769359894,"Yearly",5369.99624709835,5369.99624709835,577.353042463036,0,1,-8,39,1,0,1,499
"500","Emily","Lau","Weekly",391.099935400552,20337.1966408287,"Yearly",52342.2077435129,52342.2077435129,32895.1010851226,0,0,-7,31,1,0,1,500
