"","first_names","last_names","income_unit","income","annual_income","expense_unit","expense","annual_expense","annual_pet_expense","gained_pet","lost_pet","happiness","age_respondent","sex","cats_n_dogs","dog_register","case_id"
"347","Adam","Conrad","Yearly",8937.52461716673,8937.52461716673,"Monthly",1202.61009911908,14431.3211894289,6287.3975335135,1,0,9,60,1,1,1,347
"348","Kevron","Elias","Yearly",73811.8678614697,73811.8678614697,"Weekly",414.762509591309,21567.6504987481,13065.198770244,1,0,11,33,0,1,NA,348
"349","Julianna","Tufford","Yearly",7025.69799160179,7025.69799160179,"Yearly",3298.06726561818,3298.06726561818,321.670448764033,1,0,16,50,1,0,NA,349
"350","Victor","Wagner","Yearly",5830.79294303711,5830.79294303711,"Weekly",94.0019200163116,4888.0998408482,573.343909896165,0,1,9,32,1,1,NA,350
"351","Wyatt","Bradley","Yearly",12232.3326750524,12232.3326750524,"Weekly",161.433421559889,8394.53792111421,886.941752129544,1,NA,14,30,1,1,0,351
"352","Ashanafe","Crawford","Yearly",10329.6233972424,10329.6233972424,"Yearly",2869.38578768965,2869.38578768965,391.664940053433,0,0,13,55,1,1,NA,352
"353","Matthew","Rice","Yearly",1940.6875365742,1940.6875365742,"Yearly",805.321982742547,805.321982742547,671.316100249409,1,0,9,43,0,1,1,353
"354","Patrick","Flynn","Weekly",217.906231402069,11331.1240329076,"Weekly",118.299927250704,6151.59621703661,794.431575538648,1,0,5,35,0,1,NA,354
"355","Sonia","Robinson III","Yearly",31892.7291171309,31892.7291171309,"Yearly",26947.36953503,26947.36953503,2486.88325880841,0,0,8,34,1,0,NA,355
"356","Parker","el-Mohammad","Weekly",114.162241690471,5936.4365679045,"Yearly",8157.68366364193,8157.68366364193,436.316770375717,1,0,10,37,0,1,1,356
"357","Melissa","Zarate","Weekly",259.631780025816,13500.8525613424,"Weekly",182.282371894613,9478.6833385199,2911.14605468761,1,0,15,30,0,1,NA,357
"358","Amanda","Petrik","Yearly",27771.8276107677,27771.8276107677,"Yearly",18133.9979179576,18133.9979179576,5131.87971057885,NA,1,6,55,1,1,1,358
"359","Ramona","Billie","Weekly",297.733583864069,15482.1463609316,"Monthly",361.165237931265,4333.98285517518,3292.37933283198,NA,1,5,33,1,1,1,359
"360","Shelbe","Talucci","Weekly",94.6690663733757,4922.79145141554,"Yearly",873.774489183194,873.774489183194,139.854256499448,0,0,7,32,1,1,NA,360
"361","Evan","Lee","Yearly",20544.8283780517,20544.8283780517,"Yearly",18464.8966331959,18464.8966331959,3411.87054620902,1,1,9,43,0,1,1,361
"362","Talon","el-Zafar","Weekly",1117.47067555263,58108.4751287366,"Weekly",482.035708313224,25065.8568322877,6014.64184136278,0,1,16,39,1,1,1,362
"363","Jelicha","al-Imam","Monthly",466.6113023467,5599.3356281604,"Weekly",126.02650871037,6553.37845293923,2856.25032857574,1,0,8,36,0,1,NA,363
"364","Olivia","Chaisitti","Weekly",1385.1196144552,72026.2199516703,"Weekly",351.34737294545,18270.0633931634,14640.1676216455,1,0,13,64,1,1,1,364
"365","Uriah","Walk","Weekly",140.361088007105,7298.77657636947,"Yearly",7123.40903723395,7123.40903723395,4400.61916438819,0,NA,5,37,1,1,1,365
"366","Nu'maan","Medina","Yearly",32965.2190072635,32965.2190072635,"Weekly",130.921099100365,6807.89715321899,5572.14056375795,1,0,10,51,1,1,1,366
"367","Nariah","Greenlees","Weekly",546.507172143179,28418.3729514453,"Yearly",5292.76668790845,5292.76668790845,2980.78221321938,1,1,3,37,1,1,NA,367
"368","Serena","el-Eid","Yearly",21852.9718891776,21852.9718891776,"Weekly",260.001842694988,13520.0958201394,8848.85663004486,1,0,10,31,1,1,1,368
"369","Roger","al-Tariq","Yearly",26705.7463743492,26705.7463743492,"Yearly",25537.8412690916,25537.8412690916,20371.7777428197,0,0,11,42,0,1,1,369
"370","Kayla","Roberts","Yearly",8828.343060382,8828.343060382,"Weekly",97.4366059288724,5066.70350830136,3723.18851453509,NA,0,8,35,1,1,0,370
"371","Matthew","Han","Yearly",18374.0262867071,18374.0262867071,"Yearly",16773.7963043558,16773.7963043558,3396.48281322523,1,1,4,29,0,1,NA,371
"372","Tabitha","Avants","Weekly",821.046917436581,42694.4397067022,"Weekly",791.537574009192,41159.953848478,32968.5499350012,NA,0,5,55,0,1,1,372
"373","Joseph","Aragon","Monthly",7689.80709943833,92277.6851932599,"Yearly",26519.1444687989,26519.1444687989,5297.77468812242,NA,0,7,35,1,1,NA,373
"374","Mariah","Quintana","Weekly",106.357619480981,5530.59621301102,"Weekly",42.1625297838331,2192.45154875932,44.7280605635296,NA,1,10,41,1,1,1,374
"375","Elisabeth","Kasper","Monthly",1256.30414349017,15075.6497218821,"Yearly",16726.6665331826,16726.6665331826,3963.14939434858,NA,0,8,40,1,1,1,375
"376","Wajeeh","Myerson-Beard","Yearly",11376.7213735721,11376.7213735721,"Weekly",35.56278109667,1849.26461702684,402.796025494607,0,0,5,62,0,0,NA,376
"377","Mudrika","al-Bagheri","Weekly",370.441674308323,19262.9670640328,"Yearly",43269.1095580992,43269.1095580992,2402.04491159811,NA,0,8,52,1,1,NA,377
"378","Cody","Santistevan","Yearly",28310.9781586207,28310.9781586207,"Weekly",435.687505633754,22655.7502929552,2597.88792499852,NA,0,2,64,0,1,NA,378
"379","Mickey","Sosa","Weekly",712.602666959143,37055.3386818754,"Weekly",35.1838468409114,1829.5600357274,192.609741352603,1,1,8,41,0,1,0,379
"380","Diana","Gordon","Yearly",102262.865505978,102262.865505978,"Monthly",2090.15046181068,25081.8055417281,7206.24610714153,1,1,5,53,1,1,1,380
"381","Kayla","Jones","Monthly",1498.22750825987,17978.7300991184,"Weekly",739.282662728789,38442.6984618971,20450.0456380049,0,NA,9,71,1,1,1,381
"382","Kristina","Nerger","Yearly",148938.702967984,148938.702967984,"Yearly",40502.8878975272,40502.8878975272,9406.60920358547,NA,0,8,41,1,1,1,382
"383","Fat'hiyaa","Pittman","Yearly",30085.8063576865,30085.8063576865,"Weekly",26.9868186635296,1403.31457050354,70.133918394105,0,0,8,46,1,1,1,383
"384","Maureen","Velasquez","Monthly",772.24142956213,9266.89715474556,"Weekly",97.7608399712288,5083.5636785039,1715.41394851135,NA,0,12,47,1,1,1,384
"385","Taylor","Martens","Yearly",31966.9379151138,31966.9379151138,"Yearly",6131.28864329168,6131.28864329168,1632.86184334419,0,0,6,46,0,1,NA,385
"386","Davina","Wong","Yearly",45820.0503425272,45820.0503425272,"Monthly",7894.6206695752,94735.4480349024,3682.33773762508,0,0,11,34,1,1,NA,386
"387","Eduardo","al-Mahmud","Monthly",1664.33912626745,19972.0695152094,"Weekly",638.671565894586,33210.9214265185,19246.6801494098,NA,0,9,48,1,0,NA,387
"388","Chalee","Hall","Weekly",969.949474879063,50437.3726937113,"Weekly",213.38533207595,11096.0372679494,7802.81025710053,0,1,5,43,1,1,1,388
"389","Bradlie","Duplantier","Yearly",214154.956246339,214154.956246339,"Monthly",9577.98138487026,114935.776618443,81861.9391667404,NA,0,8,29,1,1,1,389
"390","Faalih","Reyes","Yearly",13312.8275007097,13312.8275007097,"Weekly",195.713965881846,10177.126225856,3392.74852551692,0,1,9,76,0,1,NA,390
"391","Daniel","Mundt","Yearly",1961.12809331725,1961.12809331725,"Weekly",30.3805894437714,1579.79065107611,221.819046031216,0,0,9,61,0,1,1,391
"392","Emma","Breshears","Yearly",9230.25449263058,9230.25449263058,"Weekly",197.676377235211,10279.171616231,9026.77807551747,1,0,7,50,1,1,1,392
"393","Dan","el-Mitri","Weekly",1245.888565677,64786.2054152043,"Weekly",436.12415048217,22678.4558250728,2901.49763200766,1,0,7,38,0,1,1,393
"394","Raashid","Burnett","Yearly",15426.1516004184,15426.1516004184,"Yearly",8150.83630236451,8150.83630236451,6090.74094431752,0,0,9,39,1,1,1,394
"395","Benjamin","Baldinger","Yearly",19587.7746842544,19587.7746842544,"Weekly",63.7292933454316,3313.92325396244,2773.65731976633,0,0,5,29,0,0,NA,395
"396","Angelo","Lim","Yearly",7058.1334377871,7058.1334377871,"Yearly",2729.68738421808,2729.68738421808,278.027433096629,NA,0,10,48,0,1,NA,396
"397","Samantha","al-Mowad","Weekly",94.26998652719,4902.03929941388,"Weekly",32.0670138108083,1667.48471816203,130.230677425986,NA,0,7,38,0,1,1,397
"398","Abdus Samad","Griffin","Yearly",20962.5457343406,20962.5457343406,"Weekly",77.0963066004276,4009.00794322223,72.3273954756118,NA,1,9,40,1,1,1,398
"399","Eugene","Hooper","Weekly",1002.79296111299,52145.2339778752,"Weekly",4050.9253663306,210648.119049191,137607.826514627,1,0,9,43,1,1,1,399
"400","Jawhar","al-Sham","Yearly",19168.8423312009,19168.8423312009,"Weekly",249.672004431493,12982.9442304377,666.532449986306,NA,0,6,39,0,1,1,400
"401","Selam","Bueno","Weekly",774.7542932351,40287.2232482252,"Weekly",1424.53113376645,74075.6189558556,44463.7417489247,1,0,15,33,1,1,1,401
"402","K'Ara","Batorgil","Yearly",192302.84585658,192302.84585658,"Weekly",1219.94624430886,63437.2047040606,58757.0452612545,0,1,9,42,1,1,1,402
"403","Marthalee","Cervantes","Yearly",43319.40163389,43319.40163389,"Weekly",207.117894345634,10770.1305059729,775.399075022504,1,0,8,67,1,0,NA,403
"404","Brianna","el-Sharaf","Weekly",172.315864168153,8960.42493674397,"Weekly",166.737128086027,8670.33066047342,528.771993156125,1,1,7,47,1,1,NA,404
"405","Gage","Hoffmann","Weekly",1759.49031915351,91493.4965959827,"Monthly",2848.44001915018,34181.2802298022,8052.84361417596,NA,0,10,46,0,1,1,405
"406","Elizabeth","Tsosie","Weekly",743.094767630726,38640.9279167977,"Monthly",581.629192608454,6979.55031130145,1177.95496131218,0,0,11,39,1,1,1,406
"407","Shea","Arellano","Weekly",567.54273660132,29512.2223032686,"Yearly",26166.2104690984,26166.2104690984,4715.70024465367,NA,0,10,49,0,1,1,407
"408","Izell","Agard","Monthly",541.493515775371,6497.92218930445,"Weekly",36.0169311950037,1872.88042214019,7.70283212949383,1,0,14,38,1,1,NA,408
"409","Mckayla","Atchley","Weekly",610.080593376279,31724.1908555665,"Yearly",34718.2099783217,34718.2099783217,265.64005282062,0,NA,5,38,1,1,NA,409
"410","Ramona","Asamoah","Weekly",218.454744149583,11359.6466957783,"Weekly",45.6181570271636,2372.14416541251,288.038086650629,0,1,7,47,1,1,1,410
"411","Scott","Naylor","Yearly",22546.269269295,22546.269269295,"Monthly",416.422669186234,4997.0720302348,115.514542337353,NA,0,4,58,1,1,1,411
"412","Rachel","Vu","Weekly",149.809498493871,7790.0939216813,"Weekly",69.3342475179072,3605.38087093117,94.296621033693,NA,1,9,44,1,1,1,412
"413","Ismaeel","Nehring","Yearly",17725.1139702202,17725.1139702202,"Yearly",8145.28133489956,8145.28133489956,1653.44367680029,NA,0,9,33,1,1,1,413
"414","Rider","Clark","Monthly",1835.19647642358,22022.3577170829,"Yearly",8518.72074155096,8518.72074155096,5141.04710365414,0,0,11,55,0,1,1,414
"415","Jovanna","Castro Manibusan","Yearly",80603.3474594266,80603.3474594266,"Yearly",76531.6109713539,76531.6109713539,7622.34894001635,1,1,10,46,1,1,0,415
"416","Musheera","Downen","Weekly",558.29701132055,29031.4445886686,"Monthly",1041.39427701035,12496.7313241242,6285.87517616201,NA,1,15,34,1,1,1,416
"417","Izell","Mcanany","Weekly",1870.98734216316,97291.3417924845,"Yearly",131033.411020528,131033.411020528,53953.3893465856,0,0,4,43,0,1,NA,417
"418","Perla","el-Akram","Monthly",555.62696980598,6667.52363767176,"Yearly",3538.50881635809,3538.50881635809,2675.05016058203,0,0,5,37,1,1,1,418
"419","Khaalid","Holder","Yearly",20440.7221072351,20440.7221072351,"Yearly",29821.7205501826,29821.7205501826,24219.899025453,NA,1,11,45,1,1,1,419
"420","Shamaail","Gonzalez","Yearly",19771.6625916823,19771.6625916823,"Weekly",241.831472151269,12575.236551866,1622.78942932153,0,0,9,56,0,0,NA,420
"421","Almaasa","Holiday","Yearly",55799.788554924,55799.788554924,"Weekly",598.123065194897,31102.3993901346,1886.70641890792,1,0,12,40,0,1,1,421
"422","Troy","el-Vaziri","Weekly",44.2893251258732,2303.04490654541,"Yearly",814.429247915459,814.429247915459,40.9866729573137,0,0,8,43,0,1,1,422
"423","Tayyiba","el-Mannan","Weekly",71.267255192361,3705.89727000277,"Yearly",2026.64283169564,2026.64283169564,1804.22348972275,NA,0,7,40,0,1,NA,423
"424","Sheng","Hernandez","Yearly",27531.5041126849,27531.5041126849,"Weekly",83.1941631280738,4326.09648265984,683.094457764833,0,0,2,35,1,1,NA,424
"425","Felicia","al-Elamin","Yearly",88996.5641810766,88996.5641810766,"Yearly",32111.4719312793,32111.4719312793,914.033344068357,1,0,12,33,0,1,1,425
"426","Linda","Vaile","Yearly",3563.65995605931,3563.65995605931,"Yearly",4164.95823514943,4164.95823514943,597.651102790563,NA,1,3,25,1,1,NA,426
"427","Lathan","Meeker","Yearly",32377.4214345377,32377.4214345377,"Monthly",1315.1855233462,15782.2262801544,3025.46035046027,1,0,8,48,1,1,0,427
"428","Peter","Castillo","Weekly",609.653786680595,31701.996907391,"Weekly",1473.30389084955,76611.8023241765,1245.87761791965,0,0,6,56,1,1,0,428
"429","Jimmy","Edmond","Yearly",1694.35864958164,1694.35864958164,"Weekly",55.6728037276894,2894.98579383985,1301.54955201757,NA,1,8,47,1,1,1,429
"430","Samantha","Arapahoe","Weekly",97.8541565820111,5088.41614226458,"Weekly",40.5210789517554,2107.09610549128,463.707326990968,0,0,12,46,1,1,0,430
"431","Hamsa","Brunkhorst","Weekly",736.137457994549,38279.1478157165,"Weekly",661.993665504735,34423.6706062462,16531.4069532291,0,1,4,33,0,1,NA,431
"432","Anna","Markle","Weekly",385.453826033796,20043.5989537574,"Yearly",8900.4683115616,8900.4683115616,1100.23022054378,1,0,7,42,1,1,NA,432
"433","Mastoora","Fregoso Zamora","Monthly",1593.09567222913,19117.1480667496,"Weekly",110.330939302292,5737.2088437192,741.066844792236,0,NA,10,46,0,1,1,433
"434","Ridishanae","el-Nouri","Yearly",27944.0245664968,27944.0245664968,"Weekly",799.687444624644,41583.7471204815,28215.9941035881,NA,1,6,39,0,1,1,434
"435","Albert","Moore III","Weekly",1172.97744790064,60994.8272908332,"Monthly",1566.81256315554,18801.7507578664,6120.16861905135,NA,NA,10,64,1,1,1,435
"436","Carlynn","Fragozo Corral","Yearly",13344.7056196685,13344.7056196685,"Weekly",104.726052865533,5445.75474900772,1418.11828798711,0,1,10,38,1,1,1,436
"437","Jie","Trent","Yearly",8033.72495322416,8033.72495322416,"Weekly",65.4670633503164,3404.28729421645,940.830096881084,0,0,11,45,1,1,0,437
"438","Alexander","Bell","Weekly",682.913794203979,35511.5172986069,"Yearly",16892.6897086924,16892.6897086924,6588.97326216797,NA,1,11,39,0,1,1,438
"439","Charlene","Garcia","Yearly",53299.8514450249,53299.8514450249,"Weekly",352.502213429193,18330.115098318,875.688952710574,0,0,5,37,1,1,0,439
"440","Dakota","Brock","Weekly",129.502591220596,6734.13474347098,"Weekly",86.7797499223549,4512.54699596245,3515.30429840226,0,0,5,42,1,1,1,440
"441","Thaaqib","Stroncheck","Yearly",58695.1875205726,58695.1875205726,"Yearly",57493.8200554291,57493.8200554291,5917.33510721423,0,0,5,39,1,1,1,441
"442","Jonathan","Makaiwi","Yearly",63644.814231337,63644.814231337,"Yearly",18478.006921752,18478.006921752,2488.33683047041,0,0,6,42,1,1,1,442
"443","Eric","Sherman","Yearly",31957.8420098544,31957.8420098544,"Yearly",16518.2999934106,16518.2999934106,418.456755678659,0,1,3,50,1,1,1,443
"444","Ebonnie","White","Weekly",236.388633124148,12292.2089224557,"Yearly",20913.1258481053,20913.1258481053,655.750414951746,0,0,7,42,0,1,NA,444
"445","Qisma","Veren","Weekly",45.3833434191411,2359.93385779534,"Yearly",706.683897601654,706.683897601654,102.272435366592,0,0,5,60,0,1,NA,445
"446","Andrea","Verdoza","Yearly",82747.0029216095,82747.0029216095,"Yearly",12051.4037718401,12051.4037718401,600.456182384235,0,0,8,57,0,1,NA,446
"447","Yun","Herrera","Weekly",138.164166964914,7184.53668217553,"Weekly",71.509869124888,3718.51319449417,2208.2477607817,1,0,13,49,1,1,1,447
"448","Adam","Choyce","Yearly",17326.8284336897,17326.8284336897,"Weekly",4.7936881897104,249.271785864941,70.8055753226128,NA,1,13,46,0,1,NA,448
"449","Summer","Chuong","Yearly",7975.58043011549,7975.58043011549,"Weekly",53.1799478626259,2765.35728885655,1333.99861325331,NA,0,9,61,0,1,0,449
"450","Andres","Dumler","Weekly",965.964636006584,50230.1610723424,"Weekly",598.84741432566,31140.0655449343,5897.56330079647,1,0,10,43,0,1,NA,450
"451","Saahira","Garcia","Monthly",1323.59606270493,15883.1527524592,"Weekly",279.945725994016,14557.1777516888,4830.9418240694,NA,0,2,41,1,1,1,451
"452","Elizabeth","Blackhorse","Weekly",414.399835401156,21548.7914408601,"Yearly",25266.9261041316,25266.9261041316,235.092837479077,NA,1,7,40,1,1,1,452
"453","Kaela","Comcowich","Weekly",57.9680951272716,3014.34094661812,"Weekly",131.227201236157,6823.81446428018,233.304352615913,1,0,9,53,0,1,1,453
"454","Tessa","Ruiz","Yearly",251477.646621152,251477.646621152,"Weekly",3623.27924775921,188410.520883479,82833.0041981415,1,0,10,44,0,1,1,454
"455","Elsa","Davis","Weekly",289.609468219589,15059.6923474186,"Yearly",22744.8835141752,22744.8835141752,12157.7585950019,NA,1,8,37,1,1,1,455
"456","Kayla","Stgermaine","Weekly",131.51600511243,6838.83226584636,"Weekly",119.096748359827,6193.03091471102,5335.6872490721,1,0,9,41,1,0,NA,456
"457","Shahaada","Oldenburg","Yearly",77905.6338898731,77905.6338898731,"Yearly",19308.6981765753,19308.6981765753,5129.49702534946,1,1,6,42,1,1,0,457
"458","Jack","Taylor","Yearly",38057.9906245684,38057.9906245684,"Weekly",357.981024169409,18615.0132568093,266.039168050774,NA,1,7,48,0,1,1,458
"459","Jason","Lisle","Weekly",2256.78504305815,117352.822239024,"Monthly",976.34663481165,11716.1596177398,5013.56932576306,NA,0,8,66,1,1,NA,459
"460","Janessa","Gulaid","Yearly",15234.7466684625,15234.7466684625,"Yearly",16459.1535213491,16459.1535213491,5499.90292582213,1,1,3,55,0,1,1,460
"461","Gabrielle","Ramirez","Weekly",537.366048181447,27943.0345054352,"Weekly",517.410506787076,26905.346352928,23849.6862451259,0,0,8,39,0,1,NA,461
"462","Jessica","Dotseth","Yearly",51126.6581752954,51126.6581752954,"Weekly",304.828398662257,15851.0767304374,1893.25741657276,0,0,9,23,1,1,NA,462
"463","Darrien","Bobadilla-Banuelos","Yearly",21186.75648437,21186.75648437,"Weekly",384.783218426535,20008.7273581798,4308.85641651346,1,0,14,27,1,1,NA,463
"464","Jerry","Lloyd","Weekly",219.358948118677,11406.6653021712,"Yearly",13103.9876473442,13103.9876473442,5948.84112790703,NA,0,5,38,0,1,NA,464
"465","Halloka","Johnson","Weekly",753.169713849362,39164.8251201668,"Weekly",116.727881848573,6069.84985612581,2117.77478373347,1,1,7,45,0,1,NA,465
"466","Dennis","Moore","Weekly",293.249026005828,15248.949352303,"Yearly",8942.50160076242,8942.50160076242,1883.2905996164,1,NA,7,57,1,0,NA,466
"467","Izzat","Cardoza","Weekly",71.550415714817,3720.62161717049,"Yearly",3955.90612444403,3955.90612444403,391.328982128121,NA,0,10,60,0,1,1,467
"468","Lacey","Velasquez","Monthly",2306.66703785754,27680.0044542905,"Yearly",2783.45775532408,2783.45775532408,1259.47238261693,0,0,7,65,0,1,1,468
"469","Scott","Blanco","Yearly",62558.4258020703,62558.4258020703,"Weekly",147.628463274988,7676.68009029937,5654.98928196945,NA,0,8,34,1,1,1,469
"470","Adam","Warren","Monthly",2996.09962217938,35953.1954661526,"Yearly",18955.1226031169,18955.1226031169,7546.20230908203,NA,0,7,35,1,1,0,470
"471","Kendall","el-Shabazz","Yearly",56794.2332892294,56794.2332892294,"Weekly",1222.97765244045,63594.8379269032,13386.2310000892,0,1,9,24,1,1,1,471
"472","Courtney","al-Nour","Yearly",16542.6230767454,16542.6230767454,"Yearly",5605.23742888207,5605.23742888207,3572.64573174349,NA,1,10,49,1,1,1,472
"473","Klayson","Mares Sigala","Weekly",413.860306683803,21520.7359475578,"Weekly",95.0007391915808,4940.0384379622,1769.19915283774,1,0,9,46,1,1,1,473
"474","Lee","Kawata","Yearly",31462.5318950347,31462.5318950347,"Weekly",267.370505179447,13903.2662693312,217.981713208773,1,0,9,53,1,1,1,474
"475","Iecia","al-Hosseini","Weekly",378.794729650902,19697.3259418469,"Weekly",642.369940903752,33403.2369269951,9976.53527694439,NA,0,6,51,1,1,1,475
"476","Tiffany","White","Weekly",566.353568530227,29450.3855635718,"Weekly",348.494854341957,18121.7324257817,14689.7906325434,0,0,8,53,1,1,NA,476
"477","Ariana","Dee","Yearly",17592.2277969356,17592.2277969356,"Weekly",212.196560385649,11034.2211400537,1518.87724742039,0,0,7,52,0,1,NA,477
"478","Shae","Fernandez","Yearly",15105.5218898096,15105.5218898096,"Monthly",818.063614671832,9816.76337606198,1400.01840571744,NA,0,4,49,1,1,NA,478
"479","Aseela","Koch","Yearly",7057.3030431575,7057.3030431575,"Weekly",53.0480698422986,2758.49963179953,2207.75538883632,1,0,15,44,0,1,NA,479
"480","Jessica","Holmes","Yearly",10148.288347151,10148.288347151,"Weekly",345.779366062651,17980.5270352579,10085.5001965472,1,0,6,32,1,1,0,480
"481","Hafsa","al-Huq","Weekly",530.051084588253,27562.6563985892,"Weekly",713.062150968173,37079.231850345,28810.4164530405,NA,0,6,61,1,1,1,481
"482","Sydney","Ban","Yearly",24187.0236729876,24187.0236729876,"Weekly",541.186119907427,28141.6782351862,6603.4183186818,0,0,5,43,1,1,1,482
"483","Jacob","Carr","Yearly",13195.9141024848,13195.9141024848,"Weekly",109.907675190376,5715.19910989955,2847.30504788656,NA,1,6,54,0,1,1,483
"484","David","Rivera","Yearly",6168.79854684792,6168.79854684792,"Weekly",4.90112821045438,254.858666943628,5.55708300373995,1,0,5,46,0,1,1,484
"485","Daisy","Martinez","Weekly",1525.94447371367,79349.1126331107,"Weekly",248.593272084971,12926.8501484185,862.209830085344,1,0,10,37,0,1,NA,485
"486","Sean","al-Shams","Yearly",45711.8552058572,45711.8552058572,"Yearly",24944.093035181,24944.093035181,10259.5414925576,0,0,8,37,0,1,NA,486
"487","Taamir","Corea","Yearly",14924.451512025,14924.451512025,"Yearly",9078.772611251,9078.772611251,895.956233060152,1,1,9,42,0,1,1,487
"488","Brianna","al-Saladin","Weekly",1620.90609549325,84287.1169656492,"Weekly",68.4139091122268,3557.52327383579,3395.5561123516,0,1,7,39,1,1,1,488
"489","Willie","al-Galla","Weekly",401.933778127561,20900.5564626332,"Yearly",17061.3799203122,17061.3799203122,2308.01889220474,1,0,10,52,0,1,1,489
"490","Joshua","Amadou","Weekly",5784.29562866025,300783.372690333,"Yearly",584935.370265444,584935.370265444,187559.915573414,1,0,11,49,1,1,1,490
"491","Zuhair","Johnson","Yearly",13773.0801662645,13773.0801662645,"Weekly",54.9827606939449,2859.10355608513,52.0200850847524,NA,1,6,36,0,1,1,491
"492","Henry","Aveitia","Yearly",7277.95424927852,7277.95424927852,"Yearly",8817.14400960109,8817.14400960109,8196.72847646629,1,0,7,47,0,1,1,492
"493","Tomas","Hammond","Yearly",23287.6691262278,23287.6691262278,"Weekly",148.563682211019,7725.31147497297,5723.71459956338,NA,1,11,40,0,1,NA,493
"494","Terrance","Soto","Weekly",775.527516689251,40327.4308678411,"Weekly",3628.2858421323,188670.86379088,132619.069909793,1,0,9,49,1,1,1,494
"495","Francisco","Ruacho","Weekly",690.767239021238,35919.8964291044,"Yearly",3770.94074792431,3770.94074792431,1371.86889109681,NA,1,4,26,1,1,1,495
"496","Penmai","Ramirez","Weekly",529.526093513054,27535.3568626788,"Yearly",7453.94864349571,7453.94864349571,5313.69632608559,1,0,11,53,1,1,1,496
"497","Andrew","el-Fadel","Yearly",13747.2427584758,13747.2427584758,"Weekly",1239.43028785848,64450.3749686412,8492.10301640096,1,0,14,45,0,1,NA,497
"498","Caitlyn","Knabenshue","Yearly",18301.3295942682,18301.3295942682,"Yearly",14070.9232923438,14070.9232923438,439.103503618361,NA,0,9,50,1,1,1,498
"499","Tynan","Boykins","Weekly",198.596250758131,10327.0050394228,"Yearly",11632.2213482252,11632.2213482252,11062.1090251485,1,0,5,39,1,1,1,499
"500","Emily","Lau","Yearly",13313.9668571256,13313.9668571256,"Yearly",14578.8282148812,14578.8282148812,3216.83601463011,NA,0,6,31,1,1,NA,500
